Info 0    [23:15:09.645] Starting TS Server
Info 26   [23:15:37.200] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 27   [23:15:37.206] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 6 structureChanged: false Elapsed: 6.207903999835253ms
Info 28   [23:15:37.206] Different program with same set of files:: structureIsReused:: 2
Info 29   [23:15:37.466] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 30   [23:15:37.479] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: false Elapsed: 13.044694002717733ms
Info 31   [23:15:37.479] Different program with same set of files:: structureIsReused:: 2
Info 32   [23:15:37.631] Before ensureProjectForOpenFiles:
Info 33   [23:15:37.638] After ensureProjectForOpenFiles:
Info 34   [23:15:37.638] got projects updated in background, updating diagnostics for /Users/desmond/Documents/dotfiles/Ubersicht/istats.widget/index.jsx
Info 35   [23:15:38.302] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 36   [23:15:38.310] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: false Elapsed: 7.584261000156403ms
Info 37   [23:15:38.310] Different program with same set of files:: structureIsReused:: 2
Info 38   [23:15:38.603] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 39   [23:15:38.608] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false Elapsed: 5.262295000255108ms
Info 40   [23:15:38.608] Different program with same set of files:: structureIsReused:: 2
Info 41   [23:15:39.675] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 42   [23:15:39.683] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false Elapsed: 8.602264001965523ms
Info 43   [23:15:39.684] Different program with same set of files:: structureIsReused:: 2
Info 44   [23:15:39.759] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 45   [23:15:39.767] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false Elapsed: 7.521758999675512ms
Info 46   [23:15:39.767] Different program with same set of files:: structureIsReused:: 2
Info 47   [23:15:41.300] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 48   [23:15:41.306] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false Elapsed: 5.490922998636961ms
Info 49   [23:15:41.306] Different program with same set of files:: structureIsReused:: 2
Info 50   [23:15:41.448] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 51   [23:15:41.454] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false Elapsed: 5.672628998756409ms
Info 52   [23:15:41.454] Different program with same set of files:: structureIsReused:: 2
Info 53   [23:15:47.559] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 54   [23:15:47.568] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false Elapsed: 9.254136998206377ms
Info 55   [23:15:47.568] Different program with same set of files:: structureIsReused:: 2
Info 56   [23:15:49.347] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 57   [23:15:49.356] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false Elapsed: 8.97648499906063ms
Info 58   [23:15:49.356] Different program with same set of files:: structureIsReused:: 2
Info 59   [23:15:53.160] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 60   [23:15:53.167] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false Elapsed: 7.400027003139257ms
Info 61   [23:15:53.167] Different program with same set of files:: structureIsReused:: 2
Info 62   [23:15:54.063] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 63   [23:15:54.072] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false Elapsed: 8.201381001621485ms
Info 64   [23:15:54.072] Different program with same set of files:: structureIsReused:: 2
Info 65   [23:15:54.783] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 66   [23:15:54.790] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false Elapsed: 6.73208399862051ms
Info 67   [23:15:54.790] Different program with same set of files:: structureIsReused:: 2
Info 68   [23:15:55.511] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 69   [23:15:55.518] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false Elapsed: 7.060127999633551ms
Info 70   [23:15:55.518] Different program with same set of files:: structureIsReused:: 2
Info 71   [23:15:56.065] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 72   [23:15:56.072] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: false Elapsed: 7.652892999351025ms
Info 73   [23:15:56.073] Different program with same set of files:: structureIsReused:: 2
Info 74   [23:15:56.418] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 75   [23:15:56.423] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 21 structureChanged: false Elapsed: 4.825118999928236ms
Info 76   [23:15:56.423] Different program with same set of files:: structureIsReused:: 2
Info 77   [23:16:01.732] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 78   [23:16:01.742] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 22 structureChanged: false Elapsed: 10.012281998991966ms
Info 79   [23:16:01.742] Different program with same set of files:: structureIsReused:: 2
Info 80   [23:16:03.319] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 81   [23:16:03.325] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 23 structureChanged: false Elapsed: 6.18053900077939ms
Info 82   [23:16:03.325] Different program with same set of files:: structureIsReused:: 2
Info 83   [23:16:04.170] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 84   [23:16:04.178] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 24 structureChanged: false Elapsed: 8.147400997579098ms
Info 85   [23:16:04.178] Different program with same set of files:: structureIsReused:: 2
Info 86   [23:16:06.118] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 87   [23:16:06.124] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 25 structureChanged: false Elapsed: 5.429568000137806ms
Info 88   [23:16:06.124] Different program with same set of files:: structureIsReused:: 2
Info 89   [23:16:09.966] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 90   [23:16:09.977] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 26 structureChanged: false Elapsed: 10.812008999288082ms
Info 91   [23:16:09.977] Different program with same set of files:: structureIsReused:: 2
Info 92   [23:16:11.981] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 93   [23:16:11.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 27 structureChanged: false Elapsed: 5.815976999700069ms
Info 94   [23:16:11.987] Different program with same set of files:: structureIsReused:: 2
Info 95   [23:16:14.976] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 96   [23:16:14.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 28 structureChanged: false Elapsed: 9.793344002217054ms
Info 97   [23:16:14.987] Different program with same set of files:: structureIsReused:: 2
Info 98   [23:16:16.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 99   [23:16:16.123] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 29 structureChanged: false Elapsed: 7.737330999225378ms
Info 100  [23:16:16.123] Different program with same set of files:: structureIsReused:: 2
Info 101  [23:16:21.845] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 102  [23:16:21.850] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 30 structureChanged: false Elapsed: 3.749203000217676ms
Info 103  [23:16:21.850] Different program with same set of files:: structureIsReused:: 2
Info 104  [23:16:23.050] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 105  [23:16:23.057] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 31 structureChanged: false Elapsed: 7.2002949975430965ms
Info 106  [23:16:23.057] Different program with same set of files:: structureIsReused:: 2
Info 107  [23:16:23.302] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 108  [23:16:23.307] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 32 structureChanged: false Elapsed: 4.865158002823591ms
Info 109  [23:16:23.307] Different program with same set of files:: structureIsReused:: 2
Info 110  [23:16:26.100] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 111  [23:16:26.107] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 33 structureChanged: false Elapsed: 7.089099999517202ms
Info 112  [23:16:26.108] Different program with same set of files:: structureIsReused:: 2
Info 113  [23:16:26.885] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 114  [23:16:26.890] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 34 structureChanged: false Elapsed: 4.8898890018463135ms
Info 115  [23:16:26.890] Different program with same set of files:: structureIsReused:: 2
Info 116  [23:16:27.629] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 117  [23:16:27.635] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false Elapsed: 6.1092359982430935ms
Info 118  [23:16:27.635] Different program with same set of files:: structureIsReused:: 2
Info 119  [23:16:28.027] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 120  [23:16:28.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false Elapsed: 7.41431599855423ms
Info 121  [23:16:28.035] Different program with same set of files:: structureIsReused:: 2
Info 122  [23:16:36.457] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 123  [23:16:36.466] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false Elapsed: 8.431222002953291ms
Info 124  [23:16:36.466] Different program with same set of files:: structureIsReused:: 2
Info 125  [23:16:37.787] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 126  [23:16:37.793] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false Elapsed: 6.460028998553753ms
Info 127  [23:16:37.793] Different program with same set of files:: structureIsReused:: 2
Info 128  [23:16:48.299] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 129  [23:16:48.312] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false Elapsed: 10.751430999487638ms
Info 130  [23:16:48.313] Different program with same set of files:: structureIsReused:: 2
Info 131  [23:16:49.516] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 132  [23:16:49.521] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false Elapsed: 5.06045800074935ms
Info 133  [23:16:49.521] Different program with same set of files:: structureIsReused:: 2
Info 134  [23:16:53.314] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 135  [23:16:53.323] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false Elapsed: 8.522552002221346ms
Info 136  [23:16:53.323] Different program with same set of files:: structureIsReused:: 2
Info 137  [23:16:54.515] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 138  [23:16:54.521] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: false Elapsed: 5.197546999901533ms
Info 139  [23:16:54.521] Different program with same set of files:: structureIsReused:: 2
Info 140  [23:16:59.117] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 141  [23:16:59.124] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: false Elapsed: 6.495089001953602ms
Info 142  [23:16:59.124] Different program with same set of files:: structureIsReused:: 2
Info 143  [23:17:00.518] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 144  [23:17:00.525] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: false Elapsed: 6.8929909989237785ms
Info 145  [23:17:00.526] Different program with same set of files:: structureIsReused:: 2
Info 146  [23:17:07.080] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 147  [23:17:07.085] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: false Elapsed: 5.405632000416517ms
Info 148  [23:17:07.085] Different program with same set of files:: structureIsReused:: 2
Info 149  [23:17:08.929] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 150  [23:17:08.934] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: false Elapsed: 5.24464699998498ms
Info 151  [23:17:08.935] Different program with same set of files:: structureIsReused:: 2
Info 152  [23:17:16.400] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 153  [23:17:16.408] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false Elapsed: 8.086541000753641ms
Info 154  [23:17:16.408] Different program with same set of files:: structureIsReused:: 2
Info 155  [23:17:18.025] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 156  [23:17:18.033] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false Elapsed: 7.982536002993584ms
Info 157  [23:17:18.033] Different program with same set of files:: structureIsReused:: 2
Info 158  [23:17:18.430] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 159  [23:17:18.437] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false Elapsed: 6.626033999025822ms
Info 160  [23:17:18.437] Different program with same set of files:: structureIsReused:: 2
Info 161  [23:17:20.121] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 162  [23:17:20.127] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: false Elapsed: 5.673723001033068ms
Info 163  [23:17:20.127] Different program with same set of files:: structureIsReused:: 2
Info 164  [23:17:27.432] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 165  [23:17:27.439] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false Elapsed: 7.302960999310017ms
Info 166  [23:17:27.440] Different program with same set of files:: structureIsReused:: 2
Info 167  [23:17:27.931] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 168  [23:17:27.939] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false Elapsed: 8.134144999086857ms
Info 169  [23:17:27.939] Different program with same set of files:: structureIsReused:: 2
Info 170  [23:17:28.321] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 171  [23:17:28.327] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: false Elapsed: 6.353233002126217ms
Info 172  [23:17:28.327] Different program with same set of files:: structureIsReused:: 2
Info 173  [23:17:28.643] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 174  [23:17:28.651] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: false Elapsed: 8.04322100058198ms
Info 175  [23:17:28.651] Different program with same set of files:: structureIsReused:: 2
Info 176  [23:17:28.998] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 177  [23:17:29.005] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false Elapsed: 7.521274000406265ms
Info 178  [23:17:29.005] Different program with same set of files:: structureIsReused:: 2
Info 179  [23:17:29.425] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 180  [23:17:29.434] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false Elapsed: 9.478713996708393ms
Info 181  [23:17:29.434] Different program with same set of files:: structureIsReused:: 2
Info 182  [23:17:29.832] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 183  [23:17:29.840] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false Elapsed: 7.992555998265743ms
Info 184  [23:17:29.840] Different program with same set of files:: structureIsReused:: 2
Info 185  [23:17:31.546] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 186  [23:17:31.550] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false Elapsed: 4.127369999885559ms
Info 187  [23:17:31.550] Different program with same set of files:: structureIsReused:: 2
Info 188  [23:17:32.249] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 189  [23:17:32.254] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false Elapsed: 4.519499000161886ms
Info 190  [23:17:32.254] Different program with same set of files:: structureIsReused:: 2
Info 191  [23:17:32.575] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 192  [23:17:32.581] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false Elapsed: 6.073780000209808ms
Info 193  [23:17:32.581] Different program with same set of files:: structureIsReused:: 2
Info 194  [23:17:37.721] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 195  [23:17:37.728] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false Elapsed: 6.697464000433683ms
Info 196  [23:17:37.728] Different program with same set of files:: structureIsReused:: 2
Info 197  [23:17:37.729] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 198  [23:17:37.735] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false Elapsed: 6.046927999705076ms
Info 199  [23:17:37.735] Different program with same set of files:: structureIsReused:: 2
Info 200  [23:17:38.290] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 201  [23:17:38.297] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false Elapsed: 6.6683049984276295ms
Info 202  [23:17:38.297] Different program with same set of files:: structureIsReused:: 2
Info 203  [23:17:38.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 204  [23:17:38.697] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false Elapsed: 6.575887002050877ms
Info 205  [23:17:38.697] Different program with same set of files:: structureIsReused:: 2
Info 206  [23:17:39.414] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 207  [23:17:39.419] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false Elapsed: 4.42382599785924ms
Info 208  [23:17:39.419] Different program with same set of files:: structureIsReused:: 2
